"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","467","[SYNC-003] Agent crée RDV + citoyen tente même heure → conflit détecté","[SYNC-RDV] Agent réserve par téléphone → créneau bloqué sur le web","2026-04-29","passed","2026-04-29","","","",""
"","226","OK - Route publique - aucun token requis","GET /api/services/etablissement/:id - Liste publique","2026-04-29","passed","2026-04-29","","","",""
"","1245","[UI-DASH-017] Page detail etablissement avec ID inexistant gere proprement","UI Chrome","2026-04-29","passed","2026-04-29","IHM — SuperAdmin Detail Etablissement","ui\dashboard.ui.spec.js","",""
"","","FAIL - RDV inexistant ou appartenant a un autre - 404","DELETE /api/rendezvous/:id - Annuler RDV","2026-04-29","skipped","","","","",""
"","0","EDGE — RDV exactement dans 24h → refusé (limite stricte)","[CRITIQUE] Règle annulation RDV — message retourné au citoyen","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Admin cree un service avec file - 201","POST /api/services - Creer service","2026-04-29","skipped","","","","",""
"","","OK - Agent cree avec service et guichet assigne","POST /api/agents - Creer agent","2026-04-29","skipped","","","","",""
"","","FAIL - Sans token - 401","DELETE /api/rendezvous/:id - Annuler RDV","2026-04-29","skipped","","","","",""
"","0","FAIL — chaîne vide → false","[CRITIQUE] Validation numéro téléphone tunisien","2026-04-29","passed","2026-04-29","","","",""
"","217","FAIL - Service inexistant - 404","GET /api/services/:id - Details service","2026-04-29","passed","2026-04-29","","","",""
"","856","[UI-ETAB-003] Barre de recherche ou filtre presente","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Recherche etablissements (page publique)","ui\etablissement.ui.spec.js","",""
"","","[SYNC-001] Créneau réservé par l'agent n'est plus libre pour le citoyen web","[SYNC-RDV] Agent réserve par téléphone → créneau bloqué sur le web","2026-04-29","skipped","","","","",""
"","1","FAIL — mot de passe 5 caractères → invalide","[CRITIQUE] Validation mot de passe","2026-04-29","passed","2026-04-29","","","",""
"","","✅ Établissement actif suspendu → statut = suspendu","PUT /api/etablissements/:id/suspendre — Suspension","2026-04-29","skipped","","","","",""
"","272","FAIL - Citoyen ne peut pas modifier - 403","PUT /api/agents/:id - Modifier agent","2026-04-29","passed","2026-04-29","","","",""
"","447","[UI-ETAB-008] Page responsive — viewport mobile fonctionne","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Page d accueil et navigation","ui\etablissement.ui.spec.js","",""
"","","❌ Email non vérifié → 403 + code EMAIL_NOT_VERIFIED","POST /api/auth/login","2026-04-29","skipped","","","","",""
"","1","OK — durée personnalisée 45min → créneaux cohérents","[CRITIQUE] Génération créneaux horaires","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Admin supprime son agent - 200","DELETE /api/agents/:id - Supprimer agent","2026-04-29","skipped","","","","",""
"","","OK - Creneau passe en statut occupe apres reservation","POST /api/rendezvous - Reserver un RDV","2026-04-29","skipped","","","","",""
"","349","FAIL - Sans authentification - 401","POST /api/tickets/agent/appeler - Agent appelle le prochain ticket","2026-04-29","passed","2026-04-29","","","",""
"","235","OK - User ne peut pas supprimer la notif d un autre - 200 silencieux","DELETE /api/notifications/:id - Supprimer notification","2026-04-29","passed","2026-04-29","","","",""
"","4654","✅ [IHM-008] File vide → bouton ""Appeler Suivant"" désactivé","UI Chrome","2026-04-29","passed","2026-04-29","[FILE] État ticket — invariants critiques","ui\critical-journeys.ui.spec.js","",""
"","","FAIL - Citoyen ne peut pas voir les RDV agent - 403","Agent - Gestion des RDV du jour","2026-04-29","skipped","","","","",""
"","1","FAIL - RDV dans 23h - annulation refusee","Regle metier - Annulation RDV (limite 24h)","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Citoyen annule son RDV - statut = annule + creneau redevient libre","DELETE /api/rendezvous/:id - Annuler RDV","2026-04-29","skipped","","","","",""
"","","FAIL - Citoyen ne peut pas marquer servi - 403","PUT /api/tickets/agent/:id/servi - Ticket servi","2026-04-29","skipped","","","","",""
"","101","❌ UserId inexistant → 404","POST /api/auth/verify-email","2026-04-29","passed","2026-04-29","","","",""
"","496","[FILE-001] Prise de ticket → position dans la file correcte","[FILE] Gestion de la file d'attente — invariants métier","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Stats retournees avec compteurs file attente","GET /api/services/:id/stats - Stats publiques","2026-04-29","skipped","","","","",""
"","541","✅ [UI-AUTH-009] Route protégée /superadmin → redirection","UI Chrome","2026-04-29","passed","2026-04-29","UI — Protection des routes front-end","ui\auth.ui.spec.js","",""
"","522","✅ [UI-AUTH-008] Route protégée /admin → redirection vers /login","UI Chrome","2026-04-29","passed","2026-04-29","UI — Protection des routes front-end","ui\auth.ui.spec.js","",""
"","","OK - Desassigner le service (service_id null) - 200","PUT /api/agents/:id/assigner-service - Assigner service","2026-04-29","skipped","","","","",""
"","94","❌ Email inexistant → 401","POST /api/auth/login","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — créneaux générés ont la bonne durée","[CRITIQUE] Génération créneaux — exclusion jours non actifs","2026-04-29","passed","2026-04-29","","","",""
"","834","[UI-TKT-002] Page mes-tickets non connecte → redirection login","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Ticket / File attente — acces et protection","ui\ticket.ui.spec.js","",""
"","423","[SYNC-002] Agent crée un RDV manuel → POST /api/rendezvous/agent/rdv-manuel","[SYNC-RDV] Agent réserve par téléphone → créneau bloqué sur le web","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — 09:00-12:00 durée 60min → 3 créneaux","[CRITIQUE] Génération créneaux horaires","2026-04-29","passed","2026-04-29","","","",""
"","360","FAIL - Sans token - 401","GET /api/stats/plateforme/dashboard - Dashboard super admin","2026-04-29","passed","2026-04-29","","","",""
"","216","FAIL - Sans token - 401","GET /api/rendezvous/creneaux - Creneaux disponibles","2026-04-29","passed","2026-04-29","","","",""
"","300","❌ Citoyen signale deux fois le même établissement → 400","POST /api/etablissements/:id/signaler — Signalement citoyen","2026-04-29","passed","2026-04-29","","","",""
"","465","[FILE-004] Ticket ""absent"" → la file avance sans bloquer","[FILE] Gestion de la file d'attente — invariants métier","2026-04-29","passed","2026-04-29","","","",""
"","221","OK - User ne peut pas marquer la notif de quelqu un d autre - 200 silencieux","PUT /api/notifications/:id/lire - Marquer comme lue","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Admin voit ses services - 200","GET /api/services/me/services - Mes services (admin)","2026-04-29","skipped","","","","",""
"","837","[UI-RDV-007] Lien prendre RDV sur page etablissement","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Navigation et liens RDV","ui\rendezvous.ui.spec.js","",""
"","192","❌ Mauvais mot de passe → 401","POST /api/auth/login","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Admin modifie le guichet de son agent - 200","PUT /api/agents/:id - Modifier agent","2026-04-29","skipped","","","","",""
"","","OK - Creneaux retournes pour un service et une date","GET /api/rendezvous/creneaux - Creneaux disponibles","2026-04-29","skipped","","","","",""
"","0","FAIL - req.user absent - 401","Middleware verifierRole","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — 90 min → ""1h30""","[CRITIQUE] Formatage durée créneau","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Agent appelle le prochain - statut = appele","POST /api/tickets/agent/appeler - Agent appelle le prochain ticket","2026-04-29","skipped","","","","",""
"","5","❌ Sans token → 401","GET /api/auth/me","2026-04-29","passed","2026-04-29","","","",""
"","557","OK - Admin cree un agent - 201 + invitation email envoye","POST /api/agents - Creer agent","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Ticket marque servi - statut = servi","PUT /api/tickets/agent/:id/servi - Ticket servi","2026-04-29","skipped","","","","",""
"","315","FAIL - Email deja utilise - 400","POST /api/agents - Creer agent","2026-04-29","passed","2026-04-29","","","",""
"","","✅ Établissement suspendu absent de la liste publique","PUT /api/etablissements/:id/suspendre — Suspension","2026-04-29","skipped","","","","",""
"","","OK - Admin voit ses agents - 200","GET /api/agents - Lister mes agents","2026-04-29","skipped","","","","",""
"","","FAIL - Sans token - 401","PUT /api/notifications/tout-lire - Marquer toutes comme lues","2026-04-29","skipped","","","","",""
"","3724","✅ [IHM-004] Ticket ""appele"" → alerte verte ""votre tour"" + numéro guichet","UI Chrome","2026-04-29","passed","2026-04-29","[FILE] État ticket — invariants critiques","ui\critical-journeys.ui.spec.js","",""
"","5","✅ Email inexistant → 200 (même réponse pour sécurité)","POST /api/auth/forgot-password","2026-04-29","passed","2026-04-29","","","",""
"","386","OK - Admin voit ses agents - 200","GET /api/agents - Lister mes agents","2026-04-29","passed","2026-04-29","","","",""
"","4681","✅ [IHM-020] Token expiré (401) → déconnexion automatique + redirect /login","UI Chrome","2026-04-29","passed","2026-04-29","[AUTH] Sécurité session","ui\critical-journeys.ui.spec.js","",""
"","205","FAIL - Sans token - 401","GET /api/notifications - Mes notifications","2026-04-29","passed","2026-04-29","","","",""
"","844","[UI-TKT-010] Page 404 geree proprement (route inexistante)","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Navigation et experience utilisateur","ui\ticket.ui.spec.js","",""
"","239","OK - Isolation : les notifs des autres users restent non lues","PUT /api/notifications/tout-lire - Marquer toutes comme lues","2026-04-29","passed","2026-04-29","","","",""
"","309","[CONFIG-001] Modification durée créneau → anciens créneaux libres supprimés","[CONFIG] Reconfiguration des créneaux RDV — cohérence du système","2026-04-29","failed","2026-04-29","","","",""
"","3690","✅ [IHM-005] Ticket ""servi"" → bouton Annuler désactivé (état terminal)","UI Chrome","2026-04-29","passed","2026-04-29","[FILE] État ticket — invariants critiques","ui\critical-journeys.ui.spec.js","",""
"","304","FAIL - Sans authentification - 401","POST /api/tickets - Prise de ticket","2026-04-29","passed","2026-04-29","","","",""
"","","✅ Connexion citoyen valide → 200 + token JWT","POST /api/auth/login","2026-04-29","skipped","","","","",""
"","105","✅ Token valide → profil retourné sans mot de passe","GET /api/auth/me","2026-04-29","passed","2026-04-29","","","",""
"","","FAIL - Admin essaie de voir le dashboard d un autre etablissement - 403","GET /api/stats/etablissement/:id/dashboard - Dashboard admin","2026-04-29","skipped","","","","",""
"","","✅ Liste publique retourne uniquement les établissements actifs","GET /api/etablissements — Liste publique","2026-04-29","skipped","","","","",""
"","","FAIL - Sans token - 401","GET /api/rendezvous/mes-rdv - Mes rendez-vous","2026-04-29","skipped","","","","",""
"","1","FAIL - 4 signalements - en dessous du seuil","Regle metier - Seuil alerte signalements (5 reports)","2026-04-29","passed","2026-04-29","","","",""
"","1","OK - 10 signalements, alerte non envoyee - alerte requise","Regle metier - Seuil alerte signalements (5 reports)","2026-04-29","passed","2026-04-29","","","",""
"","5","FAIL - Token expire - 401","Middleware verifierToken","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Double toggle remet service actif","PATCH /api/services/:id/toggle - Activer/Desactiver","2026-04-29","skipped","","","","",""
"","392","FAIL - Admin essaie de voir le dashboard d un autre etablissement - 403","GET /api/stats/etablissement/:id/dashboard - Dashboard admin","2026-04-29","passed","2026-04-29","","","",""
"","330","❌ Citoyen ne peut pas accéder aux demandes en attente → 403","GET /api/etablissements/en-attente — Super Admin","2026-04-29","passed","2026-04-29","","","",""
"","","❌ Code incorrect → 400","POST /api/auth/verify-email","2026-04-29","skipped","","","","",""
"","","OK - Chaque user voit uniquement ses notifs (isolation)","GET /api/notifications - Mes notifications","2026-04-29","skipped","","","","",""
"","73","❌ Champ email manquant → erreur serveur","POST /api/auth/signup/citoyen","2026-04-29","passed","2026-04-29","","","",""
"","206","OK - Double toggle remet service actif","PATCH /api/services/:id/toggle - Activer/Desactiver","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — mois et jours avec deux chiffres (padding)","[CRITIQUE] Formatage date locale (anti-timezone bug)","2026-04-29","passed","2026-04-29","","","",""
"","","FAIL - Sans token - 401","GET /api/services/me/services - Mes services (admin)","2026-04-29","skipped","","","","",""
"","831","[UI-TKT-001] Page prise de ticket non connecte → redirection ou page de connexion","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Ticket / File attente — acces et protection","ui\ticket.ui.spec.js","",""
"","1233","[UI-TKT-003] Dashboard agent non connecte → redirection login","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Ticket / File attente — acces et protection","ui\ticket.ui.spec.js","",""
"","1","OK — 5 min → ""5 min"" (créneau très court)","[CRITIQUE] Formatage durée créneau","2026-04-29","passed","2026-04-29","","","",""
"","1","FAIL — commence par 3 (préfixe invalide en Tunisie)","[CRITIQUE] Validation numéro téléphone tunisien","2026-04-29","passed","2026-04-29","","","",""
"","320","❌ Compte en attente (admin etablissement) → 403","POST /api/auth/login","2026-04-29","passed","2026-04-29","","","",""
"","318","FAIL - Service inexistant - 404","POST /api/tickets - Prise de ticket","2026-04-29","passed","2026-04-29","","","",""
"","","FAIL - Service inexistant - 404","POST /api/tickets - Prise de ticket","2026-04-29","skipped","","","","",""
"","1","OK — pas de chevauchement entre créneaux","[CRITIQUE] Continuité et non-chevauchement des créneaux","2026-04-29","passed","2026-04-29","","","",""
"","327","FAIL - Citoyen ne peut pas voir le dashboard - 403","GET /api/stats/etablissement/:id/dashboard - Dashboard admin","2026-04-29","passed","2026-04-29","","","",""
"","408","FAIL - Citoyen ne peut pas appeler - 403","POST /api/tickets/agent/appeler - Agent appelle le prochain ticket","2026-04-29","passed","2026-04-29","","","",""
"","1","EDGE — début d'un = fin de l'autre (adjacents, pas de chevauchement)","[CRITIQUE] Détection chevauchement de créneaux","2026-04-29","passed","2026-04-29","","","",""
"","4612","✅ [IHM-009] Ticket en cours → bouton ""Appeler Suivant"" désactivé","UI Chrome","2026-04-29","passed","2026-04-29","[FILE] État ticket — invariants critiques","ui\critical-journeys.ui.spec.js","",""
"","1240","[UI-DASH-004] /admin/stats non connecte → redirection","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Dashboard Admin Etablissement (acces non autorise)","ui\dashboard.ui.spec.js","",""
"","","FAIL - Agent inexistant - 404","DELETE /api/agents/:id - Supprimer agent","2026-04-29","skipped","","","","",""
"","","OK - Agent marque un RDV comme present - statut en_cours","Agent - Gestion des RDV du jour","2026-04-29","skipped","","","","",""
"","","OK - Citoyen voit les details de son RDV - 200","GET /api/rendezvous/:id - Details RDV","2026-04-29","skipped","","","","",""
"","","OK - Details service retournes avec etablissement populate","GET /api/services/:id - Details service","2026-04-29","skipped","","","","",""
"","","[SYNC-004] Deux citoyens simultanés → un seul réussit (pas de double réservation)","[SYNC-RDV] Agent réserve par téléphone → créneau bloqué sur le web","2026-04-29","skipped","","","","",""
"","300","OK - Creneaux retournes pour un service et une date","GET /api/rendezvous/creneaux - Creneaux disponibles","2026-04-29","passed","2026-04-29","","","",""
"","826","[UI-DASH-011] Page inscription etablissement accessible","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Inscription etablissement","ui\dashboard.ui.spec.js","",""
"","1215","❌ [UI-AUTH-003] Email invalide — validation HTML native bloque","UI Chrome","2026-04-29","passed","2026-04-29","UI — Inscription citoyen","ui\auth.ui.spec.js","",""
"","","OK - User ne peut pas supprimer la notif d un autre - 200 silencieux","DELETE /api/notifications/:id - Supprimer notification","2026-04-29","skipped","","","","",""
"","1","FAIL — numéro null → null","[CRITIQUE] Formatage numéro WhatsApp tunisien","2026-04-29","passed","2026-04-29","","","",""
"","412","FAIL - Creneau deja pris - 400","POST /api/rendezvous - Reserver un RDV","2026-04-29","passed","2026-04-29","","","",""
"","202","OK - Chaque user voit uniquement ses notifs (isolation)","GET /api/notifications - Mes notifications","2026-04-29","passed","2026-04-29","","","",""
"","367","[FILE-005] Un citoyen ne peut pas prendre deux tickets actifs pour le même service","[FILE] Gestion de la file d'attente — invariants métier","2026-04-29","passed","2026-04-29","","","",""
"","1224","[UI-DASH-003] /admin/agents non connecte → redirection","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Dashboard Admin Etablissement (acces non autorise)","ui\dashboard.ui.spec.js","",""
"","589","✅ [UI-AUTH-012] Titre de la page contient FileZen ou nom de l'app","UI Chrome","2026-04-29","passed","2026-04-29","UI — Page d'accueil publique","ui\auth.ui.spec.js","",""
"","1","CRITIQUE — minuit local ne retourne pas la veille (bug UTC+1)","[CRITIQUE] Formatage date locale (anti-timezone bug)","2026-04-29","passed","2026-04-29","","","",""
"","232","OK - Admin voit ses services - 200","GET /api/services/me/services - Mes services (admin)","2026-04-29","passed","2026-04-29","","","",""
"","3532","❌ [UI-AUTH-005] Mauvais identifiants — message d'erreur affiché","UI Chrome","2026-04-29","passed","2026-04-29","UI — Connexion","ui\auth.ui.spec.js","",""
"","","OK - Numeros de tickets incrementes correctement","POST /api/tickets - Prise de ticket","2026-04-29","skipped","","","","",""
"","334","FAIL - Citoyen prend un 2e ticket pour le meme service - 400","POST /api/tickets - Prise de ticket","2026-04-29","passed","2026-04-29","","","",""
"","597","[SYNC-001] Créneau réservé par l'agent n'est plus libre pour le citoyen web","[SYNC-RDV] Agent réserve par téléphone → créneau bloqué sur le web","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Liste des services actifs retournee - 200","GET /api/services/etablissement/:id - Liste publique","2026-04-29","skipped","","","","",""
"","298","OK - Desassigner le service (service_id null) - 200","PUT /api/agents/:id/assigner-service - Assigner service","2026-04-29","passed","2026-04-29","","","",""
"","269","FAIL - Citoyen ne peut pas voir les stats - 403","GET /api/stats/etablissement/:id - Stats detaillees","2026-04-29","passed","2026-04-29","","","",""
"","97","✅ Email de vérification envoyé après inscription","POST /api/auth/signup/citoyen","2026-04-29","passed","2026-04-29","","","",""
"","26","OK - Token valide - next() appele et req.user defini","Middleware verifierToken","2026-04-29","passed","2026-04-29","","","",""
"","0","OK — tri ne modifie pas le tableau original (immutabilité)","[CRITIQUE] Tri file d'attente FIFO (ordre des tickets)","2026-04-29","passed","2026-04-29","","","",""
"","469","[SYNC-004] Deux citoyens simultanés → un seul réussit (pas de double réservation)","[SYNC-RDV] Agent réserve par téléphone → créneau bloqué sur le web","2026-04-29","failed","2026-04-29","","","",""
"","","OK - Agent voit les RDV du jour - 200","Agent - Gestion des RDV du jour","2026-04-29","skipped","","","","",""
"","","FAIL - Sans token - 401","GET /api/rendezvous/creneaux - Creneaux disponibles","2026-04-29","skipped","","","","",""
"","278","OK - Stats retournees avec compteurs file attente","GET /api/services/:id/stats - Stats publiques","2026-04-29","passed","2026-04-29","","","",""
"","341","❌ Citoyen ne peut pas approuver → 403","PUT /api/etablissements/:id/valider — Approbation","2026-04-29","passed","2026-04-29","","","",""
"","1","OK - 08h00-17h00, 30min, pause 12h-13h - 16 creneaux","Calcul nombre de creneaux attendus par jour","2026-04-29","passed","2026-04-29","","","",""
"","193","OK - Admin modifie son service - 200 + donnees mises a jour","PUT /api/services/:id - Modifier service","2026-04-29","passed","2026-04-29","","","",""
"","1397","✅ [UI-AUTH-006] Lien ""Mot de passe oublié"" visible et fonctionnel","UI Chrome","2026-04-29","passed","2026-04-29","UI — Connexion","ui\auth.ui.spec.js","",""
"","285","FAIL - Sans token - 401","GET /api/stats/etablissement/:id - Stats detaillees","2026-04-29","passed","2026-04-29","","","",""
"","","❌ Citoyen ne peut pas suspendre → 403","PUT /api/etablissements/:id/suspendre — Suspension","2026-04-29","skipped","","","","",""
"","345","OK - Super admin voit les stats plateforme - 200","GET /api/stats/plateforme/dashboard - Dashboard super admin","2026-04-29","passed","2026-04-29","","","",""
"","3626","✅ [IHM-001] Agent réserve par tél → créneau 09:00 DISPARAÎT du calendrier citoyen","UI Chrome","2026-04-29","passed","2026-04-29","[SYNC] Synchronisation créneaux agent ↔ web citoyen","ui\critical-journeys.ui.spec.js","",""
"","858","[UI-ETAB-002] Liste des etablissements visible sur la page","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Recherche etablissements (page publique)","ui\etablissement.ui.spec.js","",""
"","","FAIL - Citoyen ne peut pas acceder - 403","GET /api/services/me/services - Mes services (admin)","2026-04-29","skipped","","","","",""
"","1","FAIL — RDV dans 23h → refusé avec message 24h","[CRITIQUE] Règle annulation RDV — message retourné au citoyen","2026-04-29","passed","2026-04-29","","","",""
"","3579","✅ [IHM-010] Reprogrammation < 24h → bouton désactivé | Annuler reste actif","UI Chrome","2026-04-29","passed","2026-04-29","[RDV] Règles métier rendez-vous","ui\critical-journeys.ui.spec.js","",""
"","333","✅ Changement de mot de passe valide","PUT /api/auth/change-password","2026-04-29","passed","2026-04-29","","","",""
"","","❌ Sans authentification → 401","POST /api/etablissements/:id/signaler — Signalement citoyen","2026-04-29","skipped","","","","",""
"","","[SYNC-005] Annulation RDV citoyen → créneau redevient libre","[SYNC-RDV] Agent réserve par téléphone → créneau bloqué sur le web","2026-04-29","skipped","","","","",""
"","544","✅ [UI-AUTH-010] Route protégée /agent → redirection","UI Chrome","2026-04-29","passed","2026-04-29","UI — Protection des routes front-end","ui\auth.ui.spec.js","",""
"","19","OK - Le code est une chaine de 6 chiffres","genererCode - Generation code de verification 6 chiffres","2026-04-29","passed","2026-04-29","","","",""
"","","FAIL - Agent inexistant ou autre etablissement - 404","PUT /api/agents/:id - Modifier agent","2026-04-29","skipped","","","","",""
"","","FAIL - Citoyen ne peut pas lister - 403","GET /api/agents - Lister mes agents","2026-04-29","skipped","","","","",""
"","1","OK - Deux codes consecutifs sont differents (probabiliste)","genererCode - Generation code de verification 6 chiffres","2026-04-29","passed","2026-04-29","","","",""
"","","[SYNC-003] Agent crée RDV + citoyen tente même heure → conflit détecté","[SYNC-RDV] Agent réserve par téléphone → créneau bloqué sur le web","2026-04-29","skipped","","","","",""
"","1245","[UI-RDV-004] Page admin config RDV non connecte → redirection","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Rendez-vous — acces et protection","ui\rendezvous.ui.spec.js","",""
"","208","OK - Compteur non_lues correct - 2 non lues","GET /api/notifications - Mes notifications","2026-04-29","passed","2026-04-29","","","",""
"","248","FAIL - Agent inexistant - 404","PUT /api/agents/:id/assigner-service - Assigner service","2026-04-29","passed","2026-04-29","","","",""
"","3553","✅ [IHM-014] Service file_activee=false → bouton ticket absent ou désactivé","UI Chrome","2026-04-29","passed","2026-04-29","[SERVICE] Accès service selon statut et configuration","ui\critical-journeys.ui.spec.js","",""
"","378","OK - Agent appelle le prochain - statut = appele","POST /api/tickets/agent/appeler - Agent appelle le prochain ticket","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Citoyen reserve un RDV sur creneau libre - 201","POST /api/rendezvous - Reserver un RDV","2026-04-29","skipped","","","","",""
"","324","❌ Sans token → 401","GET /api/etablissements/en-attente — Super Admin","2026-04-29","passed","2026-04-29","","","",""
"","","[FILE-002] Agent appelle le suivant → le ticket passe en statut ""appele""","[FILE] Gestion de la file d'attente — invariants métier","2026-04-29","skipped","","","","",""
"","1","OK — numéro avec espaces → nettoyé et valide","[CRITIQUE] Validation numéro téléphone tunisien","2026-04-29","passed","2026-04-29","","","",""
"","828","[UI-ETAB-004] Page details etablissement accessible via URL","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Recherche etablissements (page publique)","ui\etablissement.ui.spec.js","",""
"","17","OK — créneaux consécutifs sans chevauchement","[CRITIQUE] Détection chevauchement de créneaux","2026-04-29","passed","2026-04-29","","","",""
"","","FAIL - Sans token - 401","POST /api/agents - Creer agent","2026-04-29","skipped","","","","",""
"","","FAIL - Citoyen ne peut pas creer un agent - 403","POST /api/agents - Creer agent","2026-04-29","skipped","","","","",""
"","294","[CONFIG-002] Créneau occupé préservé lors d'une reconfiguration","[CONFIG] Reconfiguration des créneaux RDV — cohérence du système","2026-04-29","passed","2026-04-29","","","",""
"","862","[UI-RDV-005] Page reservation avec serviceId dans URL accessible","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Formulaire reservation RDV","ui\rendezvous.ui.spec.js","",""
"","3650","✅ [IHM-006] 3 annulations atteintes → 4ème prise de ticket bloquée ""3 max""","UI Chrome","2026-04-29","passed","2026-04-29","[ANTI-SPAM] Limites métier tickets — confirmées backend","ui\critical-journeys.ui.spec.js","",""
"","13","OK - Le code est toujours entre 100000 et 999999","genererCode - Generation code de verification 6 chiffres","2026-04-29","passed","2026-04-29","","","",""
"","1","OK - Emails valides acceptes","Validation format email","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — dernier jour de l'année","[CRITIQUE] Formatage date locale (anti-timezone bug)","2026-04-29","passed","2026-04-29","","","",""
"","292","FAIL - Sans token - 401","POST /api/rendezvous - Reserver un RDV","2026-04-29","passed","2026-04-29","","","",""
"","2","OK - Role autorise - next() appele","Middleware verifierRole","2026-04-29","passed","2026-04-29","","","",""
"","1278","[UI-DASH-001] /admin/dashboard non connecte → redirection login","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Dashboard Admin Etablissement (acces non autorise)","ui\dashboard.ui.spec.js","",""
"","","FAIL - Citoyen ne peut pas voir stats plateforme - 403","GET /api/stats/plateforme/dashboard - Dashboard super admin","2026-04-29","skipped","","","","",""
"","","OK - Agent marque un RDV comme termine - statut termine","Agent - Gestion des RDV du jour","2026-04-29","skipped","","","","",""
"","375","FAIL - Autre citoyen ne peut pas voir le RDV - 404","GET /api/rendezvous/:id - Details RDV","2026-04-29","passed","2026-04-29","","","",""
"","2","FAIL — chevauchement partiel (agent réserve une plage qui empiète)","[CRITIQUE] Détection chevauchement de créneaux","2026-04-29","passed","2026-04-29","","","",""
"","216","❌ Ancien mot de passe incorrect → 400","PUT /api/auth/change-password","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Toutes les notifications marquees lues - non_lues = 0","PUT /api/notifications/tout-lire - Marquer toutes comme lues","2026-04-29","skipped","","","","",""
"","","❌ Sans token → 401","GET /api/etablissements/en-attente — Super Admin","2026-04-29","skipped","","","","",""
"","1","OK - RDV dans 25h - annulation autorisee","Regle metier - Annulation RDV (limite 24h)","2026-04-29","passed","2026-04-29","","","",""
"","225","OK - Agent voit les RDV du jour - 200","Agent - Gestion des RDV du jour","2026-04-29","passed","2026-04-29","","","",""
"","462","OK - Admin voit son dashboard - 200 avec tous les compteurs","GET /api/stats/etablissement/:id/dashboard - Dashboard admin","2026-04-29","passed","2026-04-29","","","",""
"","476","[UI-ETAB-009] Page file d attente accessible (publique ou protegee)","UI Chrome","2026-04-29","passed","2026-04-29","IHM — File d attente (vue citoyen)","ui\etablissement.ui.spec.js","",""
"","2","OK — 08:00-17:00 durée 30min avec pause 12:00-13:00 → 16 créneaux","[CRITIQUE] Génération créneaux horaires","2026-04-29","passed","2026-04-29","","","",""
"","0","OK — 120 min → ""2h""","[CRITIQUE] Formatage durée créneau","2026-04-29","passed","2026-04-29","","","",""
"","3569","✅ [IHM-018] SuperAdmin approuve → établissement ""en_attente"" → ""actif""","UI Chrome","2026-04-29","passed","2026-04-29","[SUPERADMIN] Validation établissements","ui\critical-journeys.ui.spec.js","",""
"","590","✅ [UI-AUTH-004] Page de connexion accessible","UI Chrome","2026-04-29","passed","2026-04-29","UI — Connexion","ui\auth.ui.spec.js","",""
"","374","FAIL - RDV inexistant ou appartenant a un autre - 404","DELETE /api/rendezvous/:id - Annuler RDV","2026-04-29","passed","2026-04-29","","","",""
"","495","OK - Numeros de tickets incrementes correctement","POST /api/tickets - Prise de ticket","2026-04-29","passed","2026-04-29","","","",""
"","202","✅ Connexion citoyen valide → 200 + token JWT","POST /api/auth/login","2026-04-29","passed","2026-04-29","","","",""
"","","[FILE-004] Ticket ""absent"" → la file avance sans bloquer","[FILE] Gestion de la file d'attente — invariants métier","2026-04-29","skipped","","","","",""
"","1","OK — 15 min → ""15 min""","[CRITIQUE] Formatage durée créneau","2026-04-29","passed","2026-04-29","","","",""
"","0","OK — 45 min → ""45 min""","[CRITIQUE] Formatage durée créneau","2026-04-29","passed","2026-04-29","","","",""
